sentence,token,predicted_POS,predicted_NER
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",أوروبا,noun,B-LOC
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",ليو,noun,B-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",##بول,adj,I-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",##د,adj,I-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",فون,adj,I-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",را,prep,I-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",##نك,noun_prop,I-PERS
"بداية الحركة التنويرية في أوروبا (الدراسات التاريخية):
بعد ظهور تقنية دراسة الوثائق وألفاظها على يد المؤرخ الألماني ليوبولد فون رانكه (1886)، وإسهامه بشكل رئيس في إدخال علم التاريخ إلى الجامعات الأوروبية كتخصص مستقل بذاته، وتشديده على التفريق بين المصادر والمراجع أدى ذلك إلى اعتبار علم التاريخ علمًا تطبيقيًا كسائر العلوم التطبيقية.",##ه,punc,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",أبر,noun,B-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",##ه,verb,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",##ة,noun,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",الحب,prep,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",الكعبة,noun,B-MISC
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",أبر,adj,B-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",##ه,noun,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",##ة,verb,I-PERS
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",خ,noun_prop,B-LOC
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",##ث,noun_prop,I-LOC
"التاريخ
يعود تاريخها إلى زمن بعيد عندما حاول أبرهة الحبشي هدم الكعبة وتحويل مسار الحج إلى مملكته، وعندما وصل أبرهة إلى منطقة خثعم طلب منه سكانها حفر آبار لهم حتى يأذنوا له بالمرور، وذلك لإضعاف جيشه قبل وصوله إلى مكة.",مكة,noun_prop,B-LOC
ومرت كلمة التاريخ بتطورات عديدة في الثقافة العربية، فقد بدأت بمعنى التقويم والتوقيت في صدر الإسلام، واحتفظت بهذا المعنى لفترة، ثم صارت بمعنى آخر وهو تسجيل الأحداث على أساس الزمن، لتحل كلمة «التاريخ» تدريجيا محل ما كان.,الإسلام,verb,B-MISC
وانسحب هذا الجدل اللغوي إلى اللغة العربية بالتساؤل ذاته -هل التاريخ علم أم فن؟- وقد بحث بعض المؤرخين العرب عن لفظ في المصادر التاريخية يعكس هذا الاتجاه، فوجدوا ضالتهم عند ابن خلدون في المقدمة لكتابه العبر: «أما بعد فإن فن التاريخ من الفنون التي تتداوله الأمم والأجيال..»، واعتقد أولئك المؤرخون أن الفن في اللغة العربية مساو لكمة ART وليس من العلوم كما هي الحال في اللغة الإنجليزية.,ابن,verb,B-PERS
وانسحب هذا الجدل اللغوي إلى اللغة العربية بالتساؤل ذاته -هل التاريخ علم أم فن؟- وقد بحث بعض المؤرخين العرب عن لفظ في المصادر التاريخية يعكس هذا الاتجاه، فوجدوا ضالتهم عند ابن خلدون في المقدمة لكتابه العبر: «أما بعد فإن فن التاريخ من الفنون التي تتداوله الأمم والأجيال..»، واعتقد أولئك المؤرخون أن الفن في اللغة العربية مساو لكمة ART وليس من العلوم كما هي الحال في اللغة الإنجليزية.,خلدون,noun,I-PERS
وانسحب هذا الجدل اللغوي إلى اللغة العربية بالتساؤل ذاته -هل التاريخ علم أم فن؟- وقد بحث بعض المؤرخين العرب عن لفظ في المصادر التاريخية يعكس هذا الاتجاه، فوجدوا ضالتهم عند ابن خلدون في المقدمة لكتابه العبر: «أما بعد فإن فن التاريخ من الفنون التي تتداوله الأمم والأجيال..»، واعتقد أولئك المؤرخون أن الفن في اللغة العربية مساو لكمة ART وليس من العلوم كما هي الحال في اللغة الإنجليزية.,AR,pron_dem,B-ORG
"وإذا كان في تعريف الكافيجي شيء من البعد الاجتماعي (كظهور ملة)، فإن في تعريف السخاوي للتاريخ مسحة ثقافية واجتماعية واضحة، فهو يقول: ""وفي الاصطلاح التعريف بالوقت الذي تضبط به الأحوال، من مولد الرواة والأئمة ووفاة وصحة، وعقل وبدن، ورحلة وحج، وحفظ وضبط، وتوثيق وتجريح، وما أشبه هذا مما مرجعه الفحص عن أحوالهم في ابتدائهم وحالهم واستقبالهم...).",الكافي,conj_sub,B-PERS
"وإذا كان في تعريف الكافيجي شيء من البعد الاجتماعي (كظهور ملة)، فإن في تعريف السخاوي للتاريخ مسحة ثقافية واجتماعية واضحة، فهو يقول: ""وفي الاصطلاح التعريف بالوقت الذي تضبط به الأحوال، من مولد الرواة والأئمة ووفاة وصحة، وعقل وبدن، ورحلة وحج، وحفظ وضبط، وتوثيق وتجريح، وما أشبه هذا مما مرجعه الفحص عن أحوالهم في ابتدائهم وحالهم واستقبالهم...).",السخ,verb,B-PERS
"وإذا كان في تعريف الكافيجي شيء من البعد الاجتماعي (كظهور ملة)، فإن في تعريف السخاوي للتاريخ مسحة ثقافية واجتماعية واضحة، فهو يقول: ""وفي الاصطلاح التعريف بالوقت الذي تضبط به الأحوال، من مولد الرواة والأئمة ووفاة وصحة، وعقل وبدن، ورحلة وحج، وحفظ وضبط، وتوثيق وتجريح، وما أشبه هذا مما مرجعه الفحص عن أحوالهم في ابتدائهم وحالهم واستقبالهم...).",##اوي,prep,B-PERS
ومنها قول ابن خلدون: «المقدمة في فضل علم التاريخ وتحقيق مذاهبه...»، وقال: «فإن فن التاريخ من الفنون التي تتداوله الأمم والأجيال».,ابن,prep,B-PERS
ومنها قول ابن خلدون: «المقدمة في فضل علم التاريخ وتحقيق مذاهبه...»، وقال: «فإن فن التاريخ من الفنون التي تتداوله الأمم والأجيال».,خلدون,noun,I-PERS
"والكافيجي يعرفه بأنه: ""هو تعيين الوقت لينسب إليه زمان مطلقا، سواء كان قد مضى أو كان حاضرا أو سيأتي..""، ثم يعطي الكافيجي بعدا حضاريا للتاريخ ضمن استطراده لتعريف التاريخ، فيقول: ""وقيل: التاريخ تعريف الوقت"" بإسناده إلى أول حدوث أمر شائع، كظهور ملة، أو وقوع حادثة هائلة، من طوفان أو زلزلة عظيمة"".",والك,noun_prop,B-PERS
"والكافيجي يعرفه بأنه: ""هو تعيين الوقت لينسب إليه زمان مطلقا، سواء كان قد مضى أو كان حاضرا أو سيأتي..""، ثم يعطي الكافيجي بعدا حضاريا للتاريخ ضمن استطراده لتعريف التاريخ، فيقول: ""وقيل: التاريخ تعريف الوقت"" بإسناده إلى أول حدوث أمر شائع، كظهور ملة، أو وقوع حادثة هائلة، من طوفان أو زلزلة عظيمة"".",##افي,noun_prop,B-PERS
"والكافيجي يعرفه بأنه: ""هو تعيين الوقت لينسب إليه زمان مطلقا، سواء كان قد مضى أو كان حاضرا أو سيأتي..""، ثم يعطي الكافيجي بعدا حضاريا للتاريخ ضمن استطراده لتعريف التاريخ، فيقول: ""وقيل: التاريخ تعريف الوقت"" بإسناده إلى أول حدوث أمر شائع، كظهور ملة، أو وقوع حادثة هائلة، من طوفان أو زلزلة عظيمة"".",##جي,noun_prop,B-PERS
"والكافيجي يعرفه بأنه: ""هو تعيين الوقت لينسب إليه زمان مطلقا، سواء كان قد مضى أو كان حاضرا أو سيأتي..""، ثم يعطي الكافيجي بعدا حضاريا للتاريخ ضمن استطراده لتعريف التاريخ، فيقول: ""وقيل: التاريخ تعريف الوقت"" بإسناده إلى أول حدوث أمر شائع، كظهور ملة، أو وقوع حادثة هائلة، من طوفان أو زلزلة عظيمة"".",الكافي,verb,B-PERS
"والكافيجي يعرفه بأنه: ""هو تعيين الوقت لينسب إليه زمان مطلقا، سواء كان قد مضى أو كان حاضرا أو سيأتي..""، ثم يعطي الكافيجي بعدا حضاريا للتاريخ ضمن استطراده لتعريف التاريخ، فيقول: ""وقيل: التاريخ تعريف الوقت"" بإسناده إلى أول حدوث أمر شائع، كظهور ملة، أو وقوع حادثة هائلة، من طوفان أو زلزلة عظيمة"".",##جي,conj_sub,B-PERS
وحقيقته كما قال (ابن خلدون): «أنه خبر عن الاجتماع الإنساني الذي هو عمران العالم، وما يعرض لطبيعة ذلك العمران من الأحوال، مثل التوحش والتأنس، والعصبيات، وأصناف التغلبات للبشر بعضهم على بعض، وما ينشأ عن ذلك من الملك والدول ومراتبها، وما ينتحله البشر بأعمالهم ومساعيهم من الكسب والمعاش والعلوم والصنائع، وسائر ما يحدث في ذلك العمران بطبيعته من الأحوال» (المقدمة ص57).,ابن,noun,B-PERS
وحقيقته كما قال (ابن خلدون): «أنه خبر عن الاجتماع الإنساني الذي هو عمران العالم، وما يعرض لطبيعة ذلك العمران من الأحوال، مثل التوحش والتأنس، والعصبيات، وأصناف التغلبات للبشر بعضهم على بعض، وما ينشأ عن ذلك من الملك والدول ومراتبها، وما ينتحله البشر بأعمالهم ومساعيهم من الكسب والمعاش والعلوم والصنائع، وسائر ما يحدث في ذلك العمران بطبيعته من الأحوال» (المقدمة ص57).,خلدون,noun,I-PERS
في شرق آسيا، كان من المعروف أن تاريخ الدولة، «سجلات الربيع والخريف»، تم تجميعه منذ عام 722 قبل الميلاد، على الرغم من أن نصوص القرن الثاني قبل الميلاد فقط قد نجت.,آسيا,prep,B-LOC
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,أوروبا,prep,B-LOC
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,إد,noun,B-PERS
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,##وارد,noun,I-PERS
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,هال,noun,I-PERS
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,##يت,adj_num,I-PERS
وفي ستينيات القرن العشرين، بدأ مؤرخو أوروبا بالتوجه مرة أخرى إلى علمية التاريخ بأسلوب جديد تمثل في تضمين العلوم الأخرى كتخصصات فرعية في التاريخ، ومن أشهرهم إدوارد هاليت كار.,كار,adj,I-PERS
وهذه الازدواجية في الاستعمال أدت إلى خلط في فهم معنى اللفظ، ويقول الدكتور قاسم عبده أن هناك تفريق شائع «بين كلمة التاريخ كتعبير دال على مسيرة الإنسان الحضارية على سطح كوكب الأرض منذ الأزل، وعبارة تدوين التاريخ كتعبير عن العملية الفكرية الإنشائية التي تحاول بإعادة تسجيل وبناء وتفسير الإنسان على كوكبه».,قاسم,pron_dem,B-PERS
وهذه الازدواجية في الاستعمال أدت إلى خلط في فهم معنى اللفظ، ويقول الدكتور قاسم عبده أن هناك تفريق شائع «بين كلمة التاريخ كتعبير دال على مسيرة الإنسان الحضارية على سطح كوكب الأرض منذ الأزل، وعبارة تدوين التاريخ كتعبير عن العملية الفكرية الإنشائية التي تحاول بإعادة تسجيل وبناء وتفسير الإنسان على كوكبه».,عبده,noun,I-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,هير,verb,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,##ودو,noun,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,##ت,noun,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,وث,noun,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,##وسي,adj,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,##ديد,verb,B-PERS
تستمر قراءة أعمالهم اليوم، وتبقى الفجوة بين هيرودوت التي تركز على الثقافة وثوسيديديس التي تركز على الجيش نقطة خلاف أو مقاربة في الكتابة التاريخية الحديثة.,##يس,verb,I-PERS
وعليه فالفن في اللغة العربية غير مماثل لكلمة ART في المعنى، وهو يعني ضرب، أي نوع من العلوم، فالعلم في اللغة العربية نقيض الجهل.,AR,prep,B-ORG
وفي ذلك يقول هيربرت آدمز«: تطوّر من حاضنة للعقائد، إلى مختبر للحقائق العلمية»، ورغم ذلك استمر الجدل حول علمية التاريخ إلى عشرينيات القرن العشرين الميلادي، وظهر خلال النقاش الحاد بين كبار مؤرخي أوروبا الأكاديميين حول موضوع أصل الحروب، ودعمهم جميعًا لأجندات حكوماتهم بأساليب بعيدة عن الأساليب العلمية التي نادوا بها من قبل.,هير,prep,B-PERS
وفي ذلك يقول هيربرت آدمز«: تطوّر من حاضنة للعقائد، إلى مختبر للحقائق العلمية»، ورغم ذلك استمر الجدل حول علمية التاريخ إلى عشرينيات القرن العشرين الميلادي، وظهر خلال النقاش الحاد بين كبار مؤرخي أوروبا الأكاديميين حول موضوع أصل الحروب، ودعمهم جميعًا لأجندات حكوماتهم بأساليب بعيدة عن الأساليب العلمية التي نادوا بها من قبل.,##برت,pron_dem,I-PERS
وفي ذلك يقول هيربرت آدمز«: تطوّر من حاضنة للعقائد، إلى مختبر للحقائق العلمية»، ورغم ذلك استمر الجدل حول علمية التاريخ إلى عشرينيات القرن العشرين الميلادي، وظهر خلال النقاش الحاد بين كبار مؤرخي أوروبا الأكاديميين حول موضوع أصل الحروب، ودعمهم جميعًا لأجندات حكوماتهم بأساليب بعيدة عن الأساليب العلمية التي نادوا بها من قبل.,آدم,verb,I-PERS
وفي ذلك يقول هيربرت آدمز«: تطوّر من حاضنة للعقائد، إلى مختبر للحقائق العلمية»، ورغم ذلك استمر الجدل حول علمية التاريخ إلى عشرينيات القرن العشرين الميلادي، وظهر خلال النقاش الحاد بين كبار مؤرخي أوروبا الأكاديميين حول موضوع أصل الحروب، ودعمهم جميعًا لأجندات حكوماتهم بأساليب بعيدة عن الأساليب العلمية التي نادوا بها من قبل.,##ز,noun_prop,I-PERS
وفي ذلك يقول هيربرت آدمز«: تطوّر من حاضنة للعقائد، إلى مختبر للحقائق العلمية»، ورغم ذلك استمر الجدل حول علمية التاريخ إلى عشرينيات القرن العشرين الميلادي، وظهر خلال النقاش الحاد بين كبار مؤرخي أوروبا الأكاديميين حول موضوع أصل الحروب، ودعمهم جميعًا لأجندات حكوماتهم بأساليب بعيدة عن الأساليب العلمية التي نادوا بها من قبل.,أوروبا,noun_prop,B-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",Le,noun_prop,B-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",R,punc,I-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",##oc,noun_prop,I-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",##he,punc,I-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",##r,punc,I-LOC
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",Gu,noun,B-PERS
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",##y,noun,B-PERS
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",B,noun,B-PERS
"Ce qu'on ne vous a pas dit à l'école, Le Rocher, 2012
Guy، Bourdé؛ Hervé، Martin (1997) [1982, Rennes, Université de Haute-Bretagne].",##our,noun_prop,I-PERS
